특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
잔류용매 증발 조절을 통한 폴리사이오펜 박막의 초음파처리-매개 자기조립 방법(ULTRASONICATION-MEDIATED SELF-ASSEMBLY METHOD IN POLYTHIOPHENE FILMS VIA CONTROL OF RESIDUAL SOLVENT EVAPORATION),['H01L 51/05 H01L 51/00 '],인천대학교 산학협력단,1020180088479, 2018.07.30,1019907400000, 2019.06.12,1020180104587, 2018.09.21,차준용,박영돈 김혜수,"본 발명은 잔류용매 증발 조절을 통한 폴리사이오펜 박막의 초음파처리-매개 자기조립 방법에 관한 것으로, 더욱 상세하게는 스핀-코팅되어 형성된 폴리사이오펜 습박막을 소정의 용매 증기압 조건 하에서 짧은 시간 동안 초음파처리함으로써, 간단하고 빠른 후-처리 방식을 통해 폴리사이오펜 박막의 분자 정렬성, 구조적 특성 및 전하 운반체 수송을 향상시키고, 이를 채용한 전계효과 트랜지스터의 전기적 성능을 크게 증대시킬 수 있는 새로운 방법에 관한 것이다.",,,,,
자동 접이식 러닝 보드(AUTOMATIC FOLDING TYPE RUNNING BOARD),"['B60R 3/02 B60R 3/00  .... ', 'B60R 3/02|B60R 3/00|F16H 21/16']",인천대학교 산학협력단,1020160181504, 2016.12.28,, ,1020180076873, 2018.07.06,특허법인 남앤남,김내현 조진표 김광희,"자동 접이식 러닝 보드가 개시된다. 본 발명의 자동 접이식 러닝 보드는, 차체의 하부에 설치되고, 주축을 회전시키는 액추에이터; 및 주축의 회전력에 의해 발판의 위치를 변화시키는 링크유닛을 포함하고, 액추에이터는, 모터축에 결합된 제1 웜샤프트; 제1 윔샤프트와 맞물려 회전하는 제1 웜휠; 제1 웜휠과 같은 축에 결합된 제2 웜샤프트; 및 제2 윔샤프트와 맞물려 회전하고, 주축에 결합된 제2 웜휠을 포함하는 것을 특징으로 한다. 본 발명에 의하면, 단순화, 소형화 및 경량화하여 다양한 차종에 설치 가능하고, 발판에 부과되는 하중에 의해 발판이 밀리거나 액추에이터의 파손이 방지되도록 이루어지는 자동 접이식 러닝 보드를 제공할 수 있게 된다.",,,,,
금속 인접과 접촉에 강건한 얇은 인공자기도체 기반 빔 포밍 안테나(THIN AMC-BACKED DIPOLE ARAAY ANTENNA FOR BEAMFORMING LESS VULNERABLE TO CONTACT OF AND NEARBY METAL PLANES),['H01Q 3/26 H01Q 9/28 '],인천대학교 산학협력단,1020180079699, 2018.07.10,1020297210000, 2019.10.01, , ,특허법인충정,강승택 이창형,"본 발명의 일 실시예에 의한 금속 인접과 접촉에 강건한 얇은 인공자기도체 기반 빔 포밍 안테나는, 인공자기도체(AMC: artificial magnetic conductor)와 결합된 프린티드 다이폴 배열 안테나; 및 상기 프린티드 다이폴 배열 안테나에 연결되고, 다중 빔을 형성하기 위한 빔 포밍 네트워크를 포함하여, 금속 요소나 인체와 같은 주변 환경에 강건한 임피던스 정합 특성과 안테나 방사 패턴 특성을 가지며 인체영향지수인 전자파 흡수율(SAR: Specific Absorption Rate)을 낮출 수 있고, 빔 포밍과 빔 조향이 가능하다.",,,,,
광전 소자 및 그 제조 방법(Photoelectric Element and Method for fabricating the same),"['H01L 31/08 H01L 31/0392  .... ', 'H01L 31/08|H01L 31/0392|H01L 31/04|H01L 31/18']",인천대학교 산학협력단,1020160171944, 2016.12.15,, ,1020180069607, 2018.06.25,특허법인가산,김준동 김홍식,"광전 소자 및 그 제조 방법을 제공한다. 상기 광전 소자는 투명 기판, 상기 투명 기판 상에 형성되는 투명 전도체막, 상기 투명 전도체막 상에 형성되는 반도체 산화막 및 상기 반도체 산화막 상에 형성되고, 상기 반도체 산화막과 이종 접합을 형성하는 바나듐 산화막을 포함한다.",,,,,
"다단계 클러치 댐퍼 체결조건 하, 쓰로틀 완전개방 및 쓰로틀 폐쇄/관성 운전 조건하에서의 회전체 시스템 내 야기되는 진동충격 분석방법(Method for analysis of vibro-impacts in a torsional system under both wide open throttle and coast conditions with focus on the multi-staged clutch damper)","['G01M 13/02 G06F 17/10  .... ', 'G01M 13/02|G06F 17/10|G01L 5/26|F16H 61/00']",인천대학교 산학협력단,1020160168964, 2016.12.12,1018611220000, 2018.05.18, , ,김정수,윤종윤,"본 발명에 따른 다단계 클러치 댐퍼 체결조건 하, 쓰로틀 완전개방 및 쓰로틀 폐쇄/관성 운전 조건하에서의 회전체 시스템 내 야기되는 진동충격 분석방법은 수동변속기에서 비대칭 변이각을 가지는 비선형 다단계 클러치 댐퍼의 수학적 모델을 설계하는 단계; 상기 다단계 클러치 댐퍼의 쓰로틀 완전개방 조건하에서 발생하는 진동충격을 분석하는 단계; 및 상기 다단계 클러치 댐퍼의 관성 운전 조건하에서 발생하는 진동충격을 분석하는 단계;를 포함하는 것을 특징으로 한다.",,,,,
차량 측면용 안전시스템(SAFETY SYSTEM FOR VEHICLE SIDE),"['B60W 30/08 B60W 50/14  .... ', 'B60W 30/08|B60W 50/14|B60R 1/06|B60W 10/18|B60R 1/074|B60R 16/03|B60Q 1/26|B60W 50/00']",인천대학교 산학협력단,1020160181516, 2016.12.28,1019537540000, 2019.02.25,1020180076878, 2018.07.06,특허법인 남앤남,우창기 조진표 김광희,"차량 측면용 안전시스템이 개시된다. 본 발명에 따른 차량 측면용 안전시스템은, 차량 사이드미러에 설치되어 사이드미러 주변에 위치하는 외부물체와의 이격거리를 감지하는 거리측정센서; 상기 사이드미러에 설치되어 차량의 주행상태 및 외부물체와의 이격거리에 따른 상태를 외부에 식별 가능하게 표시하는 사이드표시부; 차량 내부에 설치되어 외부물체와의 이격거리에 따른 상태를 운전자에게 식별 가능하게 표시하는 내부표시부; 및 상기 거리측정센서, 사이드표시부 및 내부표시부와 각각 연결된 상태에서 차량의 주행상태에 따라 상기 사이드표시부의 작동을 제어하고, 상기 거리측정센서로 측정된 외부물체와의 이격거리에 따라 상기 사이드표시부 및 내부표시부의 작동을 제어하는 제어부를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 사이드미러 주변에 위치하는 타차량, 구조물 또는 보행자 등과 같은 외부물체의 존재와 그 외부물체와의 이격거리 변화를 시각적으로 식별 가능하게 운전자와 외부의 타차량이나 보행자에게 제공할 수 있는 안전확보수단이 구비됨에 따라 각 주체(운전자, 외부물체)별 충돌 예측이 이원화되어 이루질 수 있으며, 이로 인해 차량의 측면(특히, 사이드미러)과 외부물체 간의 충돌 예방 및 방지가 효과적으로 이루어질 수 있게 된다.",,,,,
저전력 에지 샤프닝에 기초한 이미지 처리 방법(Image Processing Method Based on Power Efficient Edge Sharpening),"['G06T 7/11 G06T 7/13  .... ', 'G06T 7/11|G06T 7/13|G06T 7/194|G06T 7/181']",인천대학교 산학협력단,1020160168434, 2016.12.12,1018674480000, 2018.06.04, , ,특허법인충정,전광길,"본 발명은 저전력 에지 샤프닝에 기초한 이미지 처리 방법에 관한 것으로서, 본 발명의 이미지 처리 장치에서의 이미지 처리 방법은, 컬러 이미지 데이터로부터 분리된 휘도 데이터에 대하여 고주파 통과 필터링을 수행하여 고주파 강조 이미지 데이터를 생성하는 단계; 상기 고주파 강조 이미지 데이터와 상기 휘도 데이터를 합산하는 단계; 합산된 이미지 데이터에 대하여 히스토그램 평균화를 수행하는 단계; 및 상기 히스토그램 평균화의 결과와 상기 컬러 이미지 데이터의 색차 데이터를 합성하여 새로운 컬러 이미지 데이터를 생성하는 단계를 포함한다.",,,,,
이중 대역저지 특성을 가지는 초광대역 안테나(UWB Antenna with Dual Band Rejection Characteristics),"['H01Q 5/25 H01Q 5/392  .... ', 'H01Q 5/25|H01Q 5/392|H01Q 1/38']",인천대학교 산학협력단,1020160159594, 2016.11.28,1018030240000, 2017.11.23, , ,특허법인충정,양운근 조영민,"이중 대역저지 특성을 가지는 초광대역 안테나는 접힌 구조의 기생소자에 의해 두 개의 대역을 저지하여 하나의 간단한 구조를 통해 이중 대역 저지를 만족하며, 하나의 기생소자로 이중 대역을 저지하므로 전체적인 기기의 공간이 작아지고 제작 비용이 감소되어 단말기 소형화에 기여할 수 있는 효과가 있다.",,,,,
조영-증강된 엑스레이 이미지에서의 디노이징 장치 및 방법(DENOISING METHOD AND APPARATUS IN CONTRAST-ENHANCED X-RAY IMAGES),"['G06T 5/00 G06T 11/00  .... ', 'G06T 5/00|G06T 11/00|G06T 5/40|A61B 6/00']",인천대학교 산학협력단,1020160177036, 2016.12.22,1018019110000, 2017.11.21, , ,특허법인충정,전광길,"본 발명의 일 실시예에 의한 조영-증강된 엑스레이 이미지에서의 디노이징 장치는 조영-증강된 엑스레이 이미지에 대해 명암-제한 적응적 히스토그램 등화(CLAHE)를 적용하기 위한 명암-제한 적응적 히스토그램 등화부; 상기 명암-제한 적응적 히스토그램 등화부에서 출력되는 이미지의 노이즈 레벨을 추정하기 위한 노이즈 레벨 추정부; 및 상기 추정된 노이즈 레벨에 기반하여 상기 명암-제한 적응적 히스토그램 등화부에서 출력된 이미지에 대해 블록-매칭 3D 필터링(BM3D)을 적용하기 위한 블록-매칭 3D 필터링부를 포함하여, 조영-증강된 엑스레이 이미지의 명암을 높일 수 있고, 이미지 블록의 노이즈 레벨을 정확하게 추정함으로써 추정된 노이즈 레벨에 기반하여 조영-증강된 엑스레이 이미지에서 효과적으로 노이즈를 제거할 수 있다.",,,,,
다수의 카메라를 이용한 고해상도 360도 동영상 생성 시스템(High Resolution 360 degree Video Generation System using Multiple Cameras),"['H04N 5/247 H04N 5/265  .... ', 'H04N 5/247|H04N 5/265|H04N 5/232|H04N 5/225|H04N 5/77']",인천대학교 산학협력단,1020160171616, 2016.12.15,1018068400000, 2017.12.04, , ,특허법인충정,전경구 정진욱,"본 발명은 다수의 카메라를 이용한 고해상도 360도 동영상 생성 시스템에 관한 것으로서, 본 발명의 동영상 생성 시스템은, 복수의 카메라 모듈; 각각이 상기 복수의 카메라 모듈 중 대응된 복수개의 해당 카메라 모듈들을 제어하는 복수의 임베디드 보드; 및 상기 복수의 임베디드 보드와 네트워크로 연결된 정합 영상 생성부를 포함하고, 상기 복수의 임베디드 보드 각각이 상기 대응된 복수개의 해당 카메라 모듈들로부터의 영상들을 일차적으로 정합하여 해당 압축 동영상 파일을 전송하고, 상기 정합 영상 생성부가 상기 복수의 임베디드 보드로부터 수신한 압축 동영상 파일들을 정합하는 것을 특징으로 한다.",,,,,
이중 선형 필터 및 퍼지-기반 가중 평균 필터에 기반한 디인터레이싱 장치 및 방법(DEINTERLACING APPARATUS AND METHOD BASED ON BILINEAR FILTER AND FUZZY-BASED WEIGHTED AVERAGE FILTER),['H04N 7/01'],인천대학교 산학협력단,1020160170146, 2016.12.14,1018297420000, 2018.02.09, , ,특허법인충정,전광길,"본 발명의 일 실시예에 의한 이중 선형 필터 및 퍼지-기반 가중 평균 필터에 기반한 디인터레이싱 장치는, 이중 선형 보간을 사용하여 인터레이스 이미지의 누락 픽셀을 초기화하기 위한 누락 픽셀 초기화부; 상기 누락 픽셀 초기화부에 의해 처리된 이미지의 소정 윈도우에 대한 분산을 추정하고 추정된 윈도우 분산에 기반하여 상기 윈도우를 이종(heterogeneity) 윈도우 또는 동종(homogeneity) 윈도우로 분류하기 위한 분산 추정부; 상기 이종 윈도우에 대해 퍼지-기반 가중 평균 필터링을 적용하기 위한 퍼지-기반 가중 평균 필터(FWAF: fuzzy-based weighted average filter); 상기 동종 윈도우에 대해 이중 선형 필터링을 적용하기 위한 이중 선형 필터(BF: bilinear filter); 및 상기 퍼지-기반 가중 평균 필터의 출력과 상기 이중 선형 필터의 출력에 기반하여 디인터레이스 이미지를 형성하기 위한 디인터레이스 이미지 형성부를 포함하는를 포함하여, 낮은 계산 복잡성으로 인하여 디인터레이싱 처리 속도를 향상시킬 수 있고, 이미지 품질이 향상된 디인터레이스 이미지를 제공할 수 있다.",,,,,
가시 및 적외선 데이터 결합을 이용한 이미지 처리 방법(Image Processing Method using Fusion of Visible and Infrared Data),['G06T 5/50 G06T 7/13 '],인천대학교 산학협력단,1020160168416, 2016.12.12,1018419390000, 2018.03.20, , ,특허법인충정,전광길,"본 발명은 가시 및 적외선 데이터 결합을 이용한 이미지 처리 방법에 관한 것으로서, 본 발명의 이미지 처리 방법은, 가시광 카메라를 이용하여 가시광 이미지 데이터(Im v )를 획득하고, 적외선 카메라를 이용하여 적외선 이미지를 획득하는 단계, 상기 적외선 이미지 데이터를 업샘플링하여 상기 가시광 이미지의 사이즈로 확대하는 단계, 상기 가시광 이미지 데이터로부터 고주파 통과 필터를 이용해 디테일 에지 데이터를 획득하는 단계, 및 상기 디테일 에지 데이터(h HPF *Im v )를 업샘플링된 상기 적외선 이미지 데이터(Im IR )와 융합하여 고해상도 적외선 이미지 데이터(Im IR out )를 생성하는 단계를 포함한다.",,,,,
자유낙하형 수저분류장치(DEVICES FOR SORTING SPOONS AND CHOPSTICKS USING FREE FALL),"['B07B 13/04 B07B 1/04  .... ', 'B07B 13/04|B07B 1/04|B07B 13/16']",인천대학교 산학협력단,1020160163286, 2016.12.02,1018363440000, 2018.03.02, , ,특허법인 남앤남,황명환 한송이 이지호 김주환 김수미,"자유낙하형 수저분류장치가 개시된다. 본 발명에 따른 자유낙하형 수저분류장치는, 중앙부가 아래쪽으로 오목한 소정길이의 판상으로 이루어지되, 일단부에서 투입된 수저가 타단부 쪽으로 이동되도록 길이방향을 따라 하향경사 설치되고, 이동되는 수저 중 젓가락이 자중에 의해 낙하 분류되도록 이루어진 분리슬릿공이 중앙부를 따라 형성된 수저분류부; 상기 분리슬릿공의 하단부에서 낙하 분류된 젓가락이 타단부 쪽으로 이동되도록 하향경사 설치되는 젓가락이동부; 및 상기 수저분류부와 상기 젓가락이동부의 타단부에 각각 마련되어 숟가락과 젓가락을 각각 분리수거하는 수거부를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 하향경사지게 설치되면서 중앙부가 아래쪽으로 오목한 수저분류부의 구조적 형상으로 인해 투입된 수저는 자중에 의해 분리슬릿공이 형성된 중앙부로 자연스럽게 모이게 되고, 수저 중 젓가락은 젓가락만을 하방으로 통과시키는 분리슬릿공을 통해 다시 낙하됨에 따라 수저의 신속하고 정확한 분류 및 자동수납이 이루어질 수 있게 되며, 별도의 전동장치 없이 간소화된 구조인 수저분류부, 젓가락이동부 및 수거부만으로 구성됨에 따라 저비용으로 설치공간상의 제약 없이 제조 및 상용화될 수 있는 자유낙하형 수저분류장치를 제공할 수 있게 된다.",,,,,
지형 삼각 메쉬를 위한 에지 방향성 기반 법선 벡터를 이용한 GPU 병렬 보간 장치 및 그 방법(GPU-parallel interpolation using the edge-direction based normal vector method for terrain triangular mesh),"['G06T 17/20 G06T 3/40  .... ', 'G06T 17/20|G06T 3/40|G06T 17/05|G06T 7/00']",인천대학교 산학협력단,1020160112784, 2016.09.01,1018062050000, 2017.12.01, , ,특허법인충정,전광길,"본 발명은 지형 삼각 메쉬를 위한 에지 방향성 기반 법선 벡터를 이용한 GPU 병렬 보간 장치 및 그 방법에 관한 것이다. 또한, 본 발명에 따르면, CPU로부터 디지털 고도 모델을 전송받아 3차원 대응에 의한 삼각 면의 법선벡터를 계산하는 법선 산출부; 상기 법선 산출부에서 산출된 모든 법선벡터를 세 대응 성분으로 분해하고, 에지 방향성 기반 GPU 병렬 보간법을 이용해 각 노드의 법선벡터의 세 대응 성분을 얻는 보간부; 및 상기 보간부에서 얻은 세 대응 성분을 새 법선벡터로 합치는 가산부를 포함하는 지형 삼각 메쉬를 위한 에지 방향성 기반 법선 벡터를 이용한 GPU 병렬 보간 장치 및 방법이 제공된다.",,,,,
카본 비드를 이용한 엑소좀이 포함된 시료의 불순물 단백질 제거 방법(METHOD FOR REMOVING IMPURITY PROTEINS IN EXOSOME-INCLUDED SAMPLES USING CARBON BEADS),"['G01N 1/34 G01N 35/00  .... ', 'G01N 1/34|G01N 35/00|C07K 1/14|C12M 1/26']",인천대학교 산학협력단 한국기초과학지원연구원,1020160148566, 2016.11.09,1018393470000, 2018.03.12, , ,차준용,이원종 이진희 김정아,"본 발명은 생체 시료 내의 불순물 단백질을 제거하는 방법에 관한 것으로, 더욱 상세하게는 카본 비드(Carbon bead)를 이용하여 엑소좀(Exosome)을 포함하는 특정 시료로부터 매우 간단한 방법으로 빠른 시간 이내에 정제 대상인 엑소좀의 손실을 최소화하면서 불순물인 단백질은 최대한 제거할 수 있는 효율적인 방법, 및 이를 이용한 엑소좀 정제 디바이스 내지 키트에 관한 것이다. 본 발명은 세포 배양액은 물론, 혈액, 소변, 침 등 다양한 생체 시료 중에 존재하는 불순물 단백질을 간단한 과정과 재료로 짧은 시간에 제거할 수 있는바, 엑소좀의 순도를 높이기 위한 각종 시료의 전처리 과정에 매우 요긴하게 사용될 수 있다.",,,,,
탈착가능한 회전형 집게부를 갖는 옷걸이(HANGERS WITH REMOVABLE CLIP THAT IS ROTATED),"['A47G 25/44 A47G 25/48  .... ', 'A47G 25/44|A47G 25/48|A47G 25/40']",인천대학교 산학협력단,1020160101414, 2016.08.09,1018091640000, 2017.12.08, , ,특허법인 남앤남,김주안 송정건 이태현,"탈착가능한 회전형 집게부를 갖는 옷걸이가 개시된다. 본 발명에 따른 탈착가능한 회전형 집게부를 갖는 옷걸이는, 상의를 걸 수 있도록 이루어지되, 중앙부에 고리부재가 구비되고 양단부에 가이드레일이 형성된 바디부; 상기 가이드레일의 따라 좌우로 이동하도록 구비되는 한 쌍의 슬라이딩블록; 상기 슬라이딩블록의 하단부에 결합되고, 상기 슬라이딩블록의 길이방향을 축으로 하여 회전하는 회전부; 및 상기 회전부의 하단부에 선택적으로 탈부착되는 집게부를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 바디부에 견고한 형태의 가이드레일이 마련됨에 따라 무게가 무거운 의류나 패션 소품을 걸어두거나 집게부로 고정하더라도 큰 형태변형 없이 사용될 수 있고, 이러한 가이드레일을 따라 좌우로 이동하면서 집게부 간의 이격거리를 조절하는 슬라이딩블록 및 회전부와 결합되어 자유롭게 회전하되 선택적으로 회전부에 탈착되는 다양한 크기의 집게부가 마련됨에 따라 어떠한 형태 및 크기의 의류나 패션 소품이라도 쉽고 편리하게 고정할 수 있는 탈착가능한 회전형 집게부를 갖는 옷걸이를 제공할 수 있게 된다.",,,,,
이중 자극-감응성 올리고아민 보론산(DUAL STIMULI-RESPONSIVE OLIGOAMINE BORONIC ACID),"['C07F 5/02 A61K 31/69  .... ', 'C07F 5/02|A61K 31/69|A61K 9/48|A61K 47/18|A61K 47/24']",인천대학교 산학협력단,1020160101314, 2016.08.09,1018494610000, 2018.04.10,1020180017465, 2018.02.21,차준용,홍종달 빈센트 에스. 조세프,"본 발명은 이중 자극-감응성 올리고아민 보론산에 관한 것으로, 더욱 상세하게는 소정 개수의 양이온성 아민 그룹과 페닐보론산 그룹을 함유한 특정 구조를 지님으로써, 이산화탄소(CO 2 ) 및 단당류(모노사카리드)와 결합하여 이들 각각에 대해 뛰어난 감응성을 지니고 이러한 결합이 생체 조건과 유사한 중성 pH에서 이루어지며 세포독성 또한 없어, 혈액 내 CO 2 및 혈당에 대한 자극-감응성 어셈블리, 약물전달용 캡슐화제 등을 비롯한 다양한 생체의학 분야에서 이상적인 소재로 적용이 가능한 생체분해성 올리고아민 보론산(OAB) 패치, 천연 아미노산 및 3-카르복시페닐보론산을 이용해 이를 제조하는 방법, 및 이의 의약적 용도에 관한 것이다.",,,,,
피트니스 운동의 유형을 자동으로 분류하기 위한 방법 및 장치(METHOD AND APPARATUS FOR AUTOMATICALLY CLASSIFYING TYPES OF WEIGHT TRAINING WORKOUTS),['A61B 5/11'],인천대학교 산학협력단,1020160126916, 2016.09.30,1017939340000, 2017.10.31, , ,특허법인충정,박재현,"본 발명의 일 실시예에 의한 피트니스 운동의 유형을 자동으로 분류하기 위한 방법은, (a) 3축 가속도 센서가 장착된 웨어러블 기기를 착용하고 있는 사용자가 피트니스 운동을 하고 있는 동안에 수집된 3축 가속도 값들에 기반하여 각 축에 따른 가속도의 평균값과 표준편차값 및 대응하는 피트니스 운동의 유형을 신경망 알고리즘의 학습 데이터로서 입력하여, 피트니스 운동의 유형을 분류하기 위한 분류 모형을 도출하는 단계; (b) 상기 3축 가속도 센서에 의해 센싱된 3축 가속도 값을 수집하는 단계; (c) 시간축을 주파수축으로 변경하여 상기 수집된 3축 가속도 값을 분석함으로써 상기 피트니스 운동의 주기인 타임 윈도우(time window) 대표값을 결정하는 단계; (d) 상기 타임 윈도우 대표값을 상기 운동의 주기로 하여 각 축에 따른 가속도의 평균값과 표준편차값을 도출하는 단계; 및 (e) 상기 도출된 분류 모형을 이용하여 상기 단계 (d)에서 도출된 각 축에 따른 가속도의 평균값과 표준편차값의 변화 패턴을 분류하여 사용자가 현재 실시하고 있는 피트니스 운동의 유형을 판별하는 단계를 포함한다.",,,,,
펜토미노 경로 기반 디모자이킹 방법(PENTOMINO-BASED PATH INSPIRED DEMOSAICKING),['G06T 3/40 G06T 5/00 '],인천대학교 산학협력단,1020160116276, 2016.09.09,1017828090000, 2017.09.22, , ,특허법인충정,전광길,"본 발명은 펜토미노 경로 기반 디모자이킹 기술 에 관한 것으로서, 기존의 디모자이킹 방법보다 계산의 복잡도는 높이지 않으면서 좀더 보간의 정확도를 높이기 위해 보간 경로의 설정에 폴리노미오의 일종인 펜토미노를 적용한다. 본 발명에서는 관심 픽셀의 방향 추정 단계, 상기 관심 픽셀에서 보간 경로 설정 단계, 상기 보간 경로를 이용해 기울기를 획득하는 단계, 상기 기울기를 통해 가중 팩터를 획득하는 단계 및 상기 가중 팩터와 추정치로부터 관심 픽셀의 미싱 컬러를 계산하는 단계를 포함할 수 있으며, 여기서 상기 보간 경로를 설정하는 단계는 펜토미노를 기반으로 한 경로 설정 하는 것을 특징으로 하는 펜토미노 경로 기반 디모자이킹 방법을 제시한다.",,,,,
탄소나노튜브 기반의 고정세 새도우 마스크 및 그 제조 방법(FINE SHADOW MASK BASED ON CARBON NANOTUBE AND MANUFACTURING METHOD THEREOF),"['H01L 51/56 H01L 51/00  .... ', 'H01L 51/56|H01L 51/00|C23C 14/04|C23C 14/18']",인천대학교 산학협력단,1020160106806, 2016.08.23,1018362370000, 2018.03.02,1020180022034, 2018.03.06,특허법인충정,진성훈,"본 발명의 일 실시예에 의한 탄소나노튜브 기반의 고정세 새도우 마스크는, 발광층을 증착하기 위한 마스크 패턴이 형성되어 있는 마스크 패턴층; 및 상기 마스크 패턴층을 고정시키기 위한 유리 기판을 포함하고, 상기 유리 기판은 상기 마스크 패턴이 형성된 영역이 개구되도록 하는 개구부를 포함하며, 상기 마스크 패턴층은, 적어도 하나의 탄소나노튜브(CNT) 층을 포함하여, 새도우 마스크의 내부 응력을 최소화하고 인장 강도를 강화할 수 있으며 사진공정에 의해 마스크 패턴을 형성할 수 있어, 대면적의 고정세 새도우 마스크를 제공할 수 있다.",,,,,
헤파린 수용체용 올리고아민 보론산(OLIGOAMINE BORONIC ACIDS FOR HEPARIN RECEPTORS),"['C07F 5/02 A61K 31/69  .... ', 'C07F 5/02|A61K 31/69|A61K 31/727']",인천대학교 산학협력단,1020160104676, 2016.08.18,1018869220000, 2018.08.02,1020180020417, 2018.02.28,차준용,홍종달 빈센트 에스. 조세프,"본 발명은 헤파린 수용체용 올리고아민 보론산에 관한 것으로, 더욱 상세하게는 양이온성 아민 그룹과 가변적인 개수의 페닐보론산 그룹을 함유한 특정 구조를 지님으로써, 혈액 항응고제 용도로 사용되는 생체분자인 헤파린과 생체 조건과 유사한 중성 조건에서 매우 높은 친화도로 선택적으로 결합하여, 혈액 내의 헤파린 농도를 색상법(Colorimetry)을 통해 직접 확인할 수 있게 하고 수술 중 혈액 내 헤파린 준위의 정량적 확인은 물론, 수술 완료 후 혈액 내에 분포된 헤파린의 제거제로서도 유용하게 사용될 수 있는, 신규한 생체분해성 올리고아민 보론산(OAB) 합성 수용체, 천연 아미노산 및 3-카르복시페닐보론산을 이용해 이를 제조하는 방법, 및 이의 의학적 용도에 관한 것이다.",,,,,
진동과 열 에너지를 이용한 자동 스위칭 에너지 하베스팅 회로(AUTO-SWITCHING ENERGY HARVESTING CIRCUIT USING VIBRATION AND THERMOELECTRIC ENERGY),"['H02N 2/18 H02N 11/00  .... ', 'H02N 2/18|H02N 11/00|G05F 1/67|H02M 7/155']",인천대학교 산학협력단,1020160066294, 2016.05.30,, ,1020170135042, 2017.12.08,특허법인충정,유종근 윤은정,"본 발명의 일 실시예에 의한 진동과 열에너지를 이용한 자동 스위칭 에너지 하베스팅 회로는, 진동을 전기로 변환하기 위한 압전 변환부; 열을 전기로 변환하기 위한 열전 변환부; 상기 압전 변환부에서 출력되는 전압과 상기 열전 변환부에서 출력되는 전압 중 더 높은 전압이 출력되도록 하는 전력 스위칭부; 및 상기 압전 변환부와 상기 열전 변환부에서 최대전력점(MPP: Maximum Power Point)의 전압이 출력되도록 하는 최대전력점 추적(MPPT: Maximum Power Point Tracking) 제어부를 포함하여, 환경 변화에 덜 민감하고 각 에너지원의 MPPT 회로를 하나로 병합할 수 있어 전체 시스템의 크기와 비용을 줄여 초소형 센서 노드에 적용이 용이하며, 자동 스위칭 기능을 적용하여 출력 전력이 더 큰 에너지원으로부터 최대 가용 전력을 수확할 수 있다.",,,,,
영유아 모니터링 서비스 제공 방법 및 시스템(METHOD AND SYSTEM FOR PROVIDING MONITORING SERVICE FOR KIDS),['G08B 21/04 G08B 21/02 '],인천대학교 산학협력단,1020160104266, 2016.08.17,1018068350000, 2017.12.04,1020170021216, 2017.02.27,특허법인충정,김관호 전유미 김재곤,"본 발명의 일 실시예에 의한 영유아 모니터링 서비스 제공 시스템은, 관심 대상인 영유아의 신체에 착용되어 영유아의 생체 정보를 수집하기 위한 웨어러블 디바이스; 및 상기 생체 정보에 기반하여 상기 영유아의 스트레스 상태를 식별한 후 식별된 스트레스 상태에 관한 정보를 상기 영유아의 보호자의 단말기로 전송하는 모니터링 서버를 포함하여, 영유아뿐만 아니라 나아가 장애인 혹은 노인과 같은 전달 능력이 부족한 지속적인 모니터링이 필요한 대상의 신체 상태 정보를 구속력이 최소화된 웨어러블 디바이스를 통해 획득하고 이를 무선 네트워크를 통해 미리 등록되어 있는 보호자의 단말에 표시하여 영유아의 상태를 실시간으로 확인할 수 있어 영유아의 안전을 도모할 수 있다.",,,,,
박막 마이크로 사이즈 다이오드를 이용한 부착형 디스플레이 장치(ATTACHABLE DISPLAY USING THIN-FLIM MICRO SIZED DIODE),"['G09F 21/04 G09F 9/33  .... ', 'G09F 21/04|G09F 9/33|G09F 3/20|H01L 27/32']",인천대학교 산학협력단,1020160056194, 2016.05.09,, ,1020170126158, 2017.11.17,김정수,윤종윤,"본 발명은 플렉서블 디스플레이 장치를 이용하여 유리와 같은 외부에 부착하여 사용할 수 있는 박막 마이크로 사이즈 다이오드를 이용한 부착형 디스플레이 장치에 관한 것으로서, 플렉서블 표시부; 상기 표시부에 입력된 디스플레이 정보를 입력받아 저장하는 저장부; 상기 표시부에 디스플레이 정보를 입력할 수 있는 입력포트; 상기 표시부의 하부면에 부착되어 소정의 위치에 탈부착 가능하도록 구성되며 투명한 재질로 구성된 접착부재;를 포함하여 구성되어, 플렉서블 디스플레이 장치를 유리와 같은 외부에 부착하여 사용할 수 있도록 하여 외부에서 내부를 볼 수 없도록 구성하며 반면에 내부에서는 외부를 볼 수 있도록 하여 기밀성을 유지한 효과가 있다.",,,,,
